image_path,label
https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Boeing_737_and_crane_King_George_Square_Brisbane_IMGP7689.jpg/640px-Boeing_737_and_crane_King_George_Square_Brisbane_IMGP7689.jpg,civilian
https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/SP-RKW%2C_Boeing_737-800_of_Ryanair_Sun.jpg/640px-SP-RKW%2C_Boeing_737-800_of_Ryanair_Sun.jpg,civilian
https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/KAI_bld3.jpg/640px-KAI_bld3.jpg,civilian
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Tail_of_IndiGo_plane_VT-IVP_at_Shaheed_Bhagat_Singh_International_Airport.jpg/640px-Tail_of_IndiGo_plane_VT-IVP_at_Shaheed_Bhagat_Singh_International_Airport.jpg,civilian
https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/F-16_Fighting_Falcon.jpg/640px-F-16_Fighting_Falcon.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Su-27SM3_in_flight%2C_Celebration_of_the_100th_anniversary_of_Russian_Air_Force.jpg/640px-Su-27SM3_in_flight%2C_Celebration_of_the_100th_anniversary_of_Russian_Air_Force.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Dassault_Rafale_arrives_for_the_first_time_in_Croatia_to_enter_service.jpg/640px-Dassault_Rafale_arrives_for_the_first_time_in_Croatia_to_enter_service.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Berlin_Gatow_Luftwaffenmuseum_MiG_29_02.jpg/640px-Berlin_Gatow_Luftwaffenmuseum_MiG_29_02.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Pakistan_Air_Force_C-130_FLIR.jpg/640px-Pakistan_Air_Force_C-130_FLIR.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/JASDF_F-35A_Lightning_II_prepares_to_receive_fuel_from_USAF_KC-135_Stratotanker_-_February_2025.jpg/640px-JASDF_F-35A_Lightning_II_prepares_to_receive_fuel_from_USAF_KC-135_Stratotanker_-_February_2025.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/EC-402_-_A400M_-_Airbus_industrie_-_TLS_-_En_finale_sur_32L_-_04550-2.jpg/640px-EC-402_-_A400M_-_Airbus_industrie_-_TLS_-_En_finale_sur_32L_-_04550-2.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/C-17_Globemaster_III_1.jpg/640px-C-17_Globemaster_III_1.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/S_100B_at_Malmen_2010-06-13_1.jpg/640px-S_100B_at_Malmen_2010-06-13_1.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Aero_l-39_near_uumu.jpg/640px-Aero_l-39_near_uumu.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Yakovlev_Yak-130_134_White_PAS_2013_03_front.jpg/640px-Yakovlev_Yak-130_134_White_PAS_2013_03_front.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/US_Navy_081014-N-7730P-067_Plane_captain_Aviation_Machinist%27s_Mate_3rd_Class_Kyle_Alhers_performs_morning_maintenance_on_an_F-A-18C_Hornet_aboard_the_Nimitz-class_aircraft_carrier_USS_Ronald_Reagan_%28CVN_76%29.jpg/640px-thumbnail.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/F-15E_Strike_Eagle_operations_110929-F-RW714-211.jpg/640px-F-15E_Strike_Eagle_operations_110929-F-RW714-211.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Sukhoi_S-75_Checkmate_mockup_at_Dubai_Air_Show_2021.jpg/640px-Sukhoi_S-75_Checkmate_mockup_at_Dubai_Air_Show_2021.jpg,military
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Yakovlev_Yak-130_in_2010.jpg/640px-Yakovlev_Yak-130_in_2010.jpg,military
